pmid,title,abstract,year,journal,layer
41468125,Performance Characteristics of Current Biomarkers for the Prediction of Spontaneous Preterm Birth.,"Preterm birth (PTB), or birth occurring before 37 weeks' gestation, remains a significant public health burden, accounting for 10% of live births annually in the United States and incurring substantial healthcare expenditures. Our understanding of the molecular mechanisms underlying spontaneous preterm birth (sPTB) has advanced across the previous 4 decades, yet precise prediction tools and prevention strategies are lacking. Numerous studies have identified potential anatomical and molecular risk factors for sPTB, including sonographic characteristics of the cervix; maternal serum circulating RNA and proteins; maternal urine metabolic byproducts; cervicovaginal cytokine, microbiome, and metabolome composition; amniotic fluid cytokines; umbilical cord blood leukocyte DNA methylation status; and placental transcriptome profiles. This review focuses on recent developments in sPTB biomarker determination among singleton gestations. Herein, we synthesize and evaluate the test characteristics of candidate biomarkers of sPTB, concluding that no single biomarker can accurately predict sPTB. However, several individual or combined panels of biomolecules, including some commercially available, carry clinically significant predictive information. These biomarkers include cervical ultrasonography, the ratio of insulin-like growth factor-binding protein 4 to sex-hormone binding globulin, panels of urinary metabolites and amniotic fluid proteins, and maternal circulating cell-free RNA. Future integration of select biomarkers drawn from prospective validation cohorts into existing risk stratification strategies may enhance sPTB prediction, thereby identifying patients at greatest risk.",2025,Clinical chemistry,L1_scientific_engagement
41467998,Recent Advances in the Biosensors for the Detection of Lung Cancer Biomarkers: A Review.,"Nearly 10 million deaths from cancer occurred in 2020, making it a major cause of death globally, according to the WHO and other important statistics. Given that lung cancer is one of the most prevalent types of cancer, it accounts for around 25% of all deaths from cancer-related causes. The two forms of lung cancer that are treated and characterized differently are small-cell and non-small-cell lung cancer. To identify malignant cells, several techniques have been used in recent decades, including MRI (magnetic resonance imaging), CT (computed tomography scans), and PET (positron emission tomography). The standard detection threshold of conventional assays is insufficient for early-stage detection. As a result, numerous detection techniques have been used to identify lung cancer early. The stages of lung cancer are indicated by the amounts of these biomarkers. As a result, lung cancer screening and clinical diagnosis can be accomplished by the identification of biomarkers. EGFR, CEA, CYFRA 21-1, ENO1, NSE, CA 19-9, CA 125, and VEGF are among the many biomarkers for lung cancer. To identify lung cancer disease biomarkers, an organized summary of several biosensing platforms is given in this article. In particular, it addresses the most recent advancements in optical and electrochemical biosensors, the analytical capabilities of various biosensors, the challenges, and potential directions for future study in regular clinical analysis. Therefore, this study reviews the latest developments and enhancements (2011-2025) in biosensors for the identification of biomarkers for lung cancer.",2025,Critical reviews in analytical chemistry,L1_scientific_engagement
41467943,Safety and efficacy of IL-23 inhibitors in patients with moderate to severe ulcerative colitis: a systematic review and meta-analysis of randomized controlled trials.,"Targeting the interleukin-23 (IL-23) pathway is an emerging therapeutic strategy for moderate to severe ulcerative colitis (UC). This systematic review and meta-analysis evaluated the efficacy and safety of IL-23 inhibitors for induction and maintenance therapy in UC. A systematic search of PubMed, Cochrane, and Google Scholar was conducted up to May 2025 to identify randomized controlled trials (RCTs) of IL-23 inhibitors (mirikizumab, risankizumab, guselkumab) in UC. Data were analyzed using Review Manager (RevMan 5.4) with a random-effects model. Seven RCTs (four induction, three maintenance) including 4203 patients were analyzed. IL-23 inhibitors significantly increased clinical remission during both induction (RR 1.52) and maintenance (RR 1.62). Rates of histo-endoscopic healing were also higher with IL-23 blockade in both induction (RR 2.53) and maintenance (RR 1.81). Importantly, IL-23 inhibitors were associated with a reduced risk of serious adverse events during induction (RR 0.39), with no significant difference observed during maintenance (RR 0.68). Other outcomes, including clinical response and corticosteroid-free remission, also consistently favored IL-23 blockade. IL-23 inhibitors provide significant improvements in clinical remission and mucosal healing, with a favorable safety profile, particularly during induction therapy in moderate to severe UC.",2025,International journal of colorectal disease,L1_scientific_engagement
41467868,Cannabidiol in Cardiovascular Disease: A Review of Current Evidence and Future Directions.,"Cannabidiol (CBD), a non-psychoactive phytocannabinoid derived from Cannabis sativa, has gained significant interest for its potential therapeutic applications in cardiovascular disease. Through interactions with various molecular targets, CBD demonstrates potential for anti-inflammatory, antioxidant, and vasodilatory properties, supporting a potential role in the management of pericarditis and inflammatory cardiac conditions, ischemic heart disease (IHD), and heart failure. Integrating preclinical and emerging clinical evidence, this review explores the role of CBD in mitigating ischemia-reperfusion injury, myocardial fibrosis, and cardiac arrhythmias, with preliminary trials showing its potential as a nonimmunosuppressive therapy for recurrent pericarditis and myocarditis. Despite promising evidence, clinical application of CBD is hindered by limited trials, dosing inconsistencies, and ongoing safety and regulatory challenges. This review delves into these limitations, identifying key research gaps and future directions needed to establish the clinical utility, safety, and therapeutic efficacy of CBD in cardiovascular medicine.",2025,Mayo Clinic proceedings,L1_scientific_engagement
41467827,[Adult Pain Management in the Emergency Department].,"The ""Assessment - Acute Treatment - Reassessment - Relay"" approach is still the basis of acute pain management for adults in the emergency department, and intravenous morphine titration remains the cornerstone of severe pain management. However, new recommendations, incorporating all the latest scientific and contextual developments, have led to challenge its place, and to modify the treatment approach. As a general rule, an initial protocol at triage should be followed by multimodal, individualized management for each patient, taking into account the possibility of induced pain, and analgesic relays after the emergency stay should be adapted to the new benefit/risk balance of opioids (from all classes) especially for ambulatory patients. La démarche «  évaluation-traitement aigu-réévaluation-relais  » reste la base de la gestion de la douleur aiguë chez l’adulte en service d’urgence, et la morphine titrée intraveineuse est le socle de la prise en charge des douleurs sévères. Mais de nouvelles recommandations, intégrant l’ensemble des nouveautés scientifiques et contextuelles, ont fait évoluer sa place et l’ensemble de la démarche de traitement. D’une façon générale, à une première phase protocolisée dès l’accueil doit succéder une gestion multimodale et individualisée pour chaque patient, intégrant la possibilité d’une douleur induite. Les relais antalgiques après le séjour aux urgences doivent s’adapter à une nouvelle balance bénéfice/risque des opioïdes, forts comme faibles, surtout pour le patient ambulatoire.",2025,La Revue du praticien,L1_scientific_engagement
41467823,[Special features of anticoagulant treatment in vascular liver diseases].,"Anticoagulants play a major role in the management of vascular liver diseases (VLD). However, their use is challenging due to portal hypertension and thrombocytopenia, frequently observed in these conditions. Moreover, when the disease is associated with hepatic insufficiency, hemostatic abnormalities further complicate the use of anticoagulants. Finally, in cases of digestive resection following mesenteric ischemia, the absorption and pharmacokinetics of oral anticoagulant therapies raise numerous concerns. The benefit-risk balance regarding bleeding and thrombosis must therefore be carefully assessed. Nevertheless, anticoagulant therapy in VLD is crucial to prevent thrombus extension, improve recanalization, and reduce the risk of severe complications such as portal hypertension and mesenteric ischemia. It must be initiated as early as possible. Acute-phase treatment generally relies on low-molecular-weight heparin (LMWH), switch to Direct oral anticoagulants (DOACs) are increasingly used, however, vitamin K antagonists (VKAs) remain indicated in certain situations. Screening and management of esophageal varices should be systematic when initiating and managing anticoagulant therapy. Thrombocytopenia is most often moderate and should not lead to modification or discontinuation of anticoagulation. Severe thrombocytopenia < 50 G/L requires close monitoring and management in a specialized center. In Budd-Chiari syndrome, hepatic insufficiency may lead to reduced synthesis of coagulation factors as well as major coagulation inhibitors, allowing a degree of rebalancing of the hemostatic system. Prolonged coagulation times (aPTT) and decreased PT do not accurately reflect these changes and should not contraindicate or delay anticoagulant therapy. Women of childbearing age must be informed of the risks associated with anticoagulant therapy during pregnancy and breastfeeding. Menorrhagia is common and may require appropriate management. All patients should participate in a treatment education program, enabling them to understand the characteristics and risks of their treatment. Les anticoagulants jouent un rôle majeur dans la prise en charge des maladies vasculaires du foie (MVF), leur utilisation est cependant délicate en raison de l’hypertension portale et de la thrombopénie fréquemment observées dans ces pathologies. Par ailleurs, lorsque la pathologie est associée à une insuffisance hépatique, les anomalies de l’hémostase compliquent encore leur utilisation. Enfin, en cas de résection digestive secondaire à une ischémie mésentérique, l’absorption des traitements anticoagulants oraux et leur pharmacocinétique posent de nombreuses questions. Le bénéfice/risque hémorragie/thrombose du traitement doit donc être soigneusement évalué. Le traitement anticoagulant des MVF est cependant crucial pour prévenir l’extension de la thrombose, favoriser la reperméabilisation et réduire le risque de complications graves telles que l’hypertension portale et l’ischémie mésentérique. Il doit être effectué le plus rapidement possible. Le traitement en phase aiguë repose généralement sur un traitement par héparine de bas poids moléculaire (HBPM). Les anticoagulants oraux directs (AOD) sont de plus en plus utilisés en relais. Cependant, les antivitamines K (AVK) restent indiquées dans certaines situations. Le traitement des varices œsophagiennes doit être systématique lors de l’instauration et du suivi du traitement. La thrombopénie est le plus souvent modérée et ne doit pas faire modifier ou arrêter le traitement anticoagulant. Une thrombopénie sévère inférieure à 50 G/L nécessite une surveillance étroite et une prise en charge dans un centre spécialisé. Au cours du syndrome de Budd-Chiari, l’insuffisance hépatique peut entraîner une diminution de la synthèse des facteurs de la coagulation mais également des principaux inhibiteurs de la coagulation, permettant un certain rééquilibrage de la balance hémostatique. L’allongement des temps de coagulation et la diminution du taux de prothrombine ne permettent pas d’évaluer ces modifications et ne doivent surtout pas contre-indiquer ou différer le traitement anticoagulant. Les femmes en âge de procréer doivent être informées des risques du traitement anticoagulant en cas de grossesse et au cours de l’allaitement. Les ménorragies sont fréquentes et parfois invalidantes sous traitement anticoagulant, nécessitant une prise en charge adaptée. Tous les patients doivent bénéficier d’une éducation thérapeutique leur permettant de connaître les caractéristiques, risques et bénéfices du traitement, ainsi que les précautions à prendre.",2025,La Revue du praticien,L1_scientific_engagement
41467763,Efficacy of portable EEG-based neurofeedback for ADHD: A meta-analysis of randomized controlled trials.,"Portable EEG-based neurofeedback (NFT) has emerged as a promising non-pharmacological intervention for attention-deficit/hyperactivity disorder (ADHD). However, its overall efficacy remains under scrutiny, particularly in comparison to traditional interventions. This meta-analysis aimed to evaluate the effectiveness of portable EEG-based NFT in improving ADHD symptoms. A total of 10 published studies were included, involving 260 children diagnosed with ADHD in the NFT intervention groups and 131 children in control groups who did not receive NFT. The within-group analysis indicated post-treatment improvements in ADHD symptom severity for children receiving NFT. Control groups also showed modest improvements, likely reflecting nonspecific treatment effects such as placebo or general engagement. However, the between-group comparison revealed a significant advantage for NFT, with children who received portable EEG-based NFT exhibiting greater reductions in ADHD symptoms compared to controls. These findings suggest that portable EEG-based NFT yields meaningful improvements in core ADHD symptoms, including inattention and hyperactivity/impulsivity, and supports its potential as a scalable and sustainable alternative to traditional interventions, such as pharmacological treatments.",2025,Applied neuropsychology. Child,L1_scientific_engagement
41467719,Comparing the Efficacy of Laparoscopic and Open Umbilical or Paraumbilical Hernia Repair: An Updated Systematic Review and Meta-Analysis.,"BackgroundUmbilical or paraumbilical hernia repair is relatively common in general surgical procedures, including laparoscopic and open repair. However, there is currently insufficient evidence to prove which surgical approach is related to better postoperative outcomes.MethodsThe meta-analysis was based on the Preferred Reporting items for Systematic Reviews and Meta-Analyses (PRISMA) guidelines. The related studies were searched and retrieved from major databases (PubMed, Cochrane, and Web of Science). Both random and fixed-effects models were used to calculate the pooled effect size.ResultsNine observation studies and four randomized controlled trials (RCTs) involving 5458 patients were finally analyzed. The open group shows a longer duration of hospital stays (MD = -71.01; 95% CI: -108.52, -33.51;",2025,The American surgeon,L1_scientific_engagement
41467484,"Traumatic Optic Neuropathy After Head Trauma: Pathophysiology, Interventions, and Evidence From Meta-Analysis.","Traumatic optic neuropathy (TON) is a vision-threatening complication of craniofacial trauma that often progresses to optic nerve atrophy and irreversible visual loss. However, the optimal management strategy remains controversial. This systematic review and meta-analysis aimed to compare the efficacy and safety of surgical optic canal decompression versus corticosteroid therapy in patients with TON. A comprehensive literature search was conducted in PubMed, Embase, Web of Science, and the Cochrane Library for studies published between January 2005 and July 2025. Both randomized controlled trials and observational studies reporting visual or structural outcomes were included. Data were pooled using a random-effects model, and subgroup analyses were performed according to intervention timing, type of injury, and baseline severity. Risk of bias was assessed with RoB 2.0 and the Newcastle-Ottawa Scale. Thirty-four studies involving 1046 patients were included. Surgical decompression significantly improved visual outcomes compared with corticosteroids (62% vs. 37%; OR = 2.35, 95% CI: 1.55-3.56). Subgroup analyses indicated superior outcomes with early surgery (≤ 7 days; OR = 2.91, 95% CI: 1.74-4.88) and in indirect TON (OR = 2.62, 95% CI: 1.70-4.04), whereas benefits were less pronounced in direct injuries. Structural outcomes also favored surgery, with greater retinal nerve fiber layer preservation (mean difference = +9.4 μm) and lower incidence of optic atrophy (OR = 0.44, 95% CI: 0.27-0.71). Adverse events were mild and comparable between groups. Funnel plot analysis revealed no significant asymmetry, suggesting minimal publication bias. This systematic review and meta-analysis provides indicative evidence that early surgical decompression may offer superior outcomes compared with corticosteroid therapy, especially for indirect injuries. Specifically, this meta-analysis suggests that surgical intervention may offer superior outcomes without increasing adverse events. Nevertheless, the evidence base remains limited, and these results should be interpreted with caution. While corticosteroids alone show limited benefit and may be considered adjunctive when surgery is not feasible, high-quality multicenter randomized trials are urgently needed to standardize treatment protocols and optimize patient outcomes.",2025,ANZ journal of surgery,L1_scientific_engagement
41467304,Role of nut and seed intake on telomere length as a biomarker of ageing: A systematic review of observational and interventional studies.,"Telomere length is a biomarker of ageing, with shorter lengths associated with higher risk of age-related diseases and mortality. Oxidative stress and inflammation predominantly contribute to telomere shortening. Diets rich in antioxidant and anti-inflammatory properties may help preserve telomere length. Nuts and seeds contain antioxidant and anti-inflammatory nutrients and bioactive compounds. Their consumption is recognised as protective against age-related conditions. The objective of this review is to evaluate the role of nut and seed intake on telomere length in humans. A systematic search was conducted in four databases from inception to 12 March 2024 to identify observational and interventional studies assessing nut and seed intake and measured telomere length as an outcome in adults (aged ≥18 years). Data from the included articles were extracted by one reviewer and verified by another reviewer. Out of the nine observational studies included, three reported positive associations between nut and seed intake and telomere length. None of the four interventional studies included reported a significant positive effect. Meta-analysis was not performed due to high variability in reporting telomere length measurements. The evidence is insufficient to confirm a beneficial role of nut and seed intake on telomere length. Adequately powered long-term intervention studies are needed.",2025,The British journal of nutrition,L1_scientific_engagement
41467274,Copeptin as a prognostic biomarker in heart failure: a comprehensive review.,"Heart failure (HF) poses a major global health burden due to its high prevalence, complexity, and poor prognosis. Although biomarkers such as B-type natriuretic peptides (BNP, NT-proBNP) are widely used for diagnosis and risk stratification, additional biomarkers are needed to refine prognostication. Copeptin, a stable fragment of pre-provasopressin, reflects vasopressin system activity and has emerged as a promising prognostic tool. Elevated copeptin levels correlate with increased mortality, hospitalizations, and disease progression in both acute and chronic HF. It offers early detection of hemodynamic stress and complements traditional markers, especially in multimarker strategies. This review explores copeptin's physiological role, its predictive value in various HF phenotypes, and its integration into clinical risk models. Evidence supports its utility in identifying high-risk patients, guiding therapy, and monitoring disease evolution. Challenges to clinical adoption include assay standardization, cost-effectiveness, and establishing universally accepted cutoffs. Future directions focus on copeptin-guided therapies, AI-driven predictive models, and its role in precision medicine. Continued research may solidify copeptin's role in optimizing heart failure management through individualized risk assessment and tailored interventions.",2025,Folia medica,L1_scientific_engagement
41467260,Evaluation of Intravenous Thrombolytic Therapy on Acute Ischemic Stroke Outcome: A Single-center Observation Prospective Cohort Study.,"Intravenous thrombolysis (IVT) is a standard treatment for acute ischemic stroke (AIS). We started IVT about 4 years ago (since 2017) in our center. The aim of the thrombolysis outcome in ischemic stroke study was to confirm whether the efficacy and safety of IVT recognized in published studies could be reproduced in routine clinical practice in Iran. This study was a prospective observational cohort study on consecutive patients diagnosed with AIS, who received IVT from January 2017 to March 2019 (ClinicalTrials registration: NCT04309357). The primary outcome was the rate of functional independence at 3 months, defined as the Barthel Index (BI) 85-100. Binary outcomes included independence compared with disability or death. The secondary outcome was the rate of fatal and symptomatic intracerebral hemorrhage. Out of 214 patients registered in this study, 59.34% were male and the median (interquartile range) age of patients was 69 (61-78) years. Pretreatment median scores of the modified Rankin Scale (mRS) and National Institutes of Health Stroke Scale were 3 and 10, respectively. At discharge time, 40.65% of patients achieved good outcomes. Follow-up within 3 months, 43.45% achieved BI 85-100, and 44.72% had an mRS score 0-2. The rate of all types of intracranial hemorrhages was 19.6%, of which 9.3% were symptomatic. In addition, the mortality rate during the 3 months was 17.28%. In our study, the efficacy of IVT was reasonable compared to international data. However, to increase efficiency, poststroke rehabilitation programs need to be organized and promoted.",2025,Acta neurologica Taiwanica,L1_scientific_engagement
41467214,Ethics based educational interventions on end-of-life care for undergraduate nursing students: A scoping review.,"Nurses face various ethical dilemmas and conflicts in end-of-life care; however, there is no evidence of effective undergraduate ethics education on the topic settings to address them. This review aimed to describe educational interventions for end-of-life care focused on ethical content in undergraduate nursing education and their outcomes for students. This review used Arksey and O'Malley's five-stage scoping process. This study used the Ovid (CINAHL and MEDLINE) and PubMed bibliographic databases from 2012 to 2023. We included literature on qualitative, quantitative, and mixed-methods research that could provide information about ethical end-of-life care (EOLC) education interventions in undergraduate nursing programs. We excluded review articles to avoid duplication. The search string included (""education, nursing"" OR ""education, nursing, baccalaureate"") AND (""ethics"") OR (""terminal care"" OR ""hospice care"" OR ""end of life care"" OR ""palliative care""). The scope of this study was limited to studies on educational interventions for EOLC ethics in undergraduate nursing education. The search yielded 4190 articles, of which 25 were included in the analysis. Fourteen of the 25 studies were conducted in the USA, whereas the others were conducted in various parts of the world. No intervention research articles were found that focused on EOLC ethics itself, which was either incorporated as part of the nursing education for EOLC or included in ethics education as an EOLC case study. Of these, 17 studies included lectures to teach EOLC ethics, and four used scenarios and case studies as teaching methods. Twelve studies used scenarios for simulation education. Seven studies combined lectures and simulations. The lectures improved students' knowledge and attitudes toward death, and their confidence in EOLC. As a result of the simulation intervention, in addition to improvements in knowledge and attitudes, participants gained communication skills, comfort with caregiving, confidence, self-efficacy, and the ability to reflect on their attitudes. The results suggest that while lectures are effective for acquiring ethical knowledge and attitudes related to EOLC based on ethical competency, simulations are more effective for acquiring practical skills such as communication, self-efficacy, and reflection. Incorporating ethical issues in simulations is hoped to broadly develop ethical practice competencies.",2026,International journal of nursing studies advances,L1_scientific_engagement
41467204,Risk of reclassification and novel tools in active surveillance.,"Low-risk prostate cancer usually has an indolent course, and in this scenario, active surveillance (AS) is currently the preferred management, reducing overtreatment without compromising oncologic outcomes in well-selected patients. Two pillars of this strategy are patient selection and adequate monitoring strategy to detect early progression, leading to active treatment in the window of curability. The aim of this review is to assess the novel available tools and their role in AS. We conducted a comprehensive review of the current literature addressing the risk of reclassification and studies evaluating traditional and emerging diagnostic and prognostic tools, including imaging modalities, biomarkers, and genomic classifiers, which could decrease reclassification rates and minimize the burden of serial exams during follow-up and, especially, the frequency of biopsies, which are still necessary to evaluate progression. The most significant follow-up cohorts demonstrate long-term treatment rates ranging from 30% to 45%, and 36% of low-risk prostate cancer patients have an upgrade in radical prostatectomy specimens. Despite the emergence of new diagnostic and prognostic tools, few of them have been validated or included in the assessment of eligible patients for AS. In the current guidelines, a combination of cT stage, Gleason score, prostate-specific antigen value, prostate-specific antigen density, and number of positive cores in biopsy is used to select patients for AS. However, various risk factors have been associated with the risk of reclassification, which reveals the need to incorporate better tools that may contribute to better risk stratification of patients eligible for AS. Although AS is feasible and safe, the risk of progression is of great concern for patients and physicians, and monitoring is also an important part of the therapeutic strategy. Novel risk stratification tools are promising but need further validation to improve results and decrease the burden and anxiety that monitoring can bring to patients.",2025,Asian journal of urology,L1_scientific_engagement
41467201,Effectiveness of virtual reality to manage pain and anxiety in patients undergoing cystoscopy: A systematic review and meta-analysis.,"We aimed to perform a systematic review and meta-analysis to assess the efficacy of virtual reality (VR) distraction technologies in managing pain and anxiety in patients undergoing cystoscopy procedures. We searched PubMed, Embase, and the Cochrane Central Register of Controlled Trials from inception to July 2024, for studies comparing the use of VR distraction technologies versus no VR distraction in patients undergoing cystoscopy. The primary endpoints evaluated were patient-reported anxiety and procedural pain scores, and post-procedural heart rate (HR). Standardized mean differences (SMDs) and their 95% confidence intervals (CIs) were computed with the use of a random-effects model. The statistical analysis was conducted using Review Manager 5.4. A total of 575 patients from four randomized controlled trials were included, of whom 289 (50%) underwent the cystoscopy procedure using VR distraction technologies. The mean age of all patients was 57.25 years old, and 395 (69%) of them were male. In our pooled analysis, we did not observe a statistically significant reduction in patient-reported procedural pain (SMD -0.16; 95% CI -0.32-0.00; In this comprehensive meta-analysis comprising 575 patients who underwent cystoscopy, the use of VR was not associated with a significant difference in pain, anxiety, or HR levels.",2025,Asian journal of urology,L1_scientific_engagement
41467195,Prostate cancer screening.,"To examine the current status and future perspectives of prostate cancer (PCa) screening. We conducted a narrative review of randomized controlled trials focused on PCa screening and treatment. This review specifically focused on population-based trials enrolling men at average risk of PCa. Prostate-specific antigen has been the cornerstone of PCa screening since its clinical introduction in the late 1980s. Four contemporary high-quality randomized controlled trials assessed the efficacy of a prostate-specific antigen-based screening program on PCa mortality. We address conflicting results and differences among these trials. In recent years, MRI has gained significance, particularly in the targeted diagnostic pathway of PCa. Four randomized controlled trials and one cohort study have evaluated its use in PCa screening programs. Additionally, three pivotal trials have investigated the impact of radical PCa treatment on mortality, indirectly evaluating the utility of screening protocols. Current positions of major society guidelines are also addressed. Risk-adapted strategies, considering combined factors, are envisioned as the future towards precision medicine. PCa screening has demonstrated a benefit in terms of reducing PCa mortality after 10 years of follow-up. Nevertheless, its application is not without risks, so a shared decision-making process must be ensured between the patient and the clinician. Emerging tools such as MRI, genetic panels, and new biomarkers show promising opportunities to reduce these harms and the overdiagnosis of low-risk cancers. An individualized approach for each patient, based on detected risks and clinical parameters, helps guide different clinical pathways.",2025,Asian journal of urology,L1_scientific_engagement
41467193,,This review aims to investigate and establish potential Multiple A combination of,2025,Asian journal of urology,L1_scientific_engagement
41467192,Percutaneous nephrolithotomy in pregnancy: A comprehensive review and technical insights.,"Urinary stones in pregnancy are usually managed conservatively or with temporary drainage, but in some cases, intervention is needed. Percutaneous nephrolithotomy (PCNL) is generally avoided due to its invasiveness and the requirement for fluoroscopy. This study aimed to review the literature on the use of PCNL in pregnancy, focusing on its safety, efficacy, feasibility, and technical aspects. A narrative literature review was conducted using PubMed, Embase, and Scopus databases, covering the period from January 2000 to March 2024. The search terms included ""percutaneous nephrolithotomy"", ""PCNL"", ""pregnancy"", and relevant variations thereof. The initial search retrieved 27 articles, of which only six studies involving 14 patients met the inclusion criteria. The reviewed studies included patients aged 23-34 years who underwent PCNL between 8 weeks and 28 weeks of gestation. Preoperative evaluations were exclusively based on ultrasound imaging, with stone sizes ranging from 8 mm to 48 mm. Indications for PCNL were persistent pain despite urinary diversion or reluctance to undergo stent replacement. Fluoroscopy was avoided in 13 patients. No maternal or fetal complications were reported. PCNL appears to be a safe and feasible treatment option for selected cases of urinary stone disease during pregnancy. It should be performed in experienced centers, with proper patient counseling and a multidisciplinary approach to ensure the best outcomes.",2025,Asian journal of urology,L1_scientific_engagement
41467190,"Advancements in artificial intelligence for prostate cancer: Optimizing diagnosis, treatment, and prognostic assessment.","This review provides a comprehensive overview of the current research landscape on artificial intelligence (AI) in prostate cancer (PCa) management, highlighting its potential to enhance diagnosis, improve medical image quality, facilitate risk stratification, and aid prognosis. The review also identifies opportunities and challenges associated with integrating AI into clinical practice. This review synthesizes findings from recent studies on AI applications in PCa management. It examines the use of machine learning and deep learning techniques in diagnostic imaging, surgical skill assessment, and outcome prediction. The analysis emphasizes empirical evidence demonstrating the efficacy and limitations of AI models in clinical settings. AI, particularly machine learning and deep learning algorithms, is improving diagnostic accuracy by analyzing medical images with greater efficiency and precision compared to traditional methods. AI-based tools are also being developed for surgical skill assessment, offering objective evaluations and feedback to surgeons. Additionally, AI applications in predicting patient outcomes are facilitating the creation of personalized treatment plans. Empirical evidence shows that AI models exhibit higher sensitivity and specificity in detecting clinically significant PCa, outperforming conventional diagnostic techniques. AI holds significant promise for transforming PCa management by improving diagnostic accuracy, personalizing treatment plans, and enhancing patient outcomes. While the evidence underscores its potential, challenges such as the need for larger, more diverse datasets and addressing implementation barriers remain critical. Despite these hurdles, the benefits of AI in PCa management represent a compelling area for future research and clinical integration.",2025,Asian journal of urology,L1_scientific_engagement
41467165,Tumor enhancement by magnetic resonance imaging after endoscopic ultrasound-guided radiofrequency ablation for small pancreatic neuroendocrine tumors.,"Pancreatic neuroendocrine tumors (PNETs) are rare and often diagnosed at advanced stages, limiting curative options. For PNETs <20 mm, endoscopic ultrasound-guided radiofrequency ablation (EUS-RFA) has emerged as a minimally invasive therapeutic alternative. This study investigates the role of magnetic resonance imaging (MRI) in monitoring postablation enhancement, emphasizing its utility in assessing treatment efficacy. Four PNETs in the uncinate process, measuring <15 mm, underwent EUS-RFA (insulinomas [2 patients]; nonfunctioning PNETs [2 patients]). MRI was performed immediately (2 patients) and 30 days (2 patients) after EUS-RFA to confirm tumor destruction, with enhancement analysis as the main marker of effective ablation. The diagnostic confirmation of all PNETs was obtained through EUS fine-needle biopsy before EUS-RFA. One insulinoma required 2 sessions (25%), whereas the other 3 needed only 1 EUS-RFA session (75%). All 5 sessions were technically successful (100%) and clinically effective in 75% of cases after a single application. Mild duodenal bleeding was observed in case 4 (20%). MRI demonstrated complete destruction of the nodules in all cases. EUS-RFA is a safe, well-tolerated, and effective treatment for both functioning and nonfunctioning PNETs <20 mm. It offers a minimally invasive alternative for patients unfit for or unwilling to undergo surgery or active surveillance. MRI proved valuable in assessing postablation tumor vascular enhancement.",2025,VideoGIE : an official video journal of the American Society for Gastrointestinal Endoscopy,L1_scientific_engagement
41467156,Scar incision and endoscopic balloon dilation for severe benign esophageal strictures.,"Endoscopic balloon dilatation (EBD) is the primary treatment for benign esophageal strictures after endoscopic or surgical resection of esophageal cancer. Resolving these strictures often requires multiple sessions over time and risks perforation. To address these challenges, we developed a combined technique integrating scar incision with EBD, wherein scar incisions are created using a needle-knife before balloon dilation. Linear incisions were made at the stricture site using a needle-knife, targeting areas with pronounced fibrosis or requiring tension release. Subsequently, EBD was performed to dilate the entire stricture site. These procedures were performed in 1 session. Additional EBD or EBD with scar incision sessions were conducted at intervals until patients became asymptomatic. We evaluated EBD with scar incision in 5 patients with severe esophageal strictures after endoscopic or surgical resection for esophageal cancer. All patients became asymptomatic within 3 months. One patient experienced restricture 139 days after the final EBD but improved after an additional EBD session. No adverse events requiring intervention occurred. EBD with scar incision effectively achieves asymptomatic resolution within a short period. Pre-creating incisions with a needle-knife enhances the efficacy and safety of balloon dilation.",2025,VideoGIE : an official video journal of the American Society for Gastrointestinal Endoscopy,L1_scientific_engagement
41467103,Matrine and Its Derivatives: Multi-Pathway Regulation in Cancer Therapy.,"Matrine and its derivatives, as multi-target natural alkaloids, exhibit synergistic antitumor effects through the regulation of core oncogenic pathways including",2025,Cancer management and research,L1_scientific_engagement
41467025,Novel and emerging physical treatments for major depressive disorder.,"Major depressive disorder (MDD), a widespread psychiatric disease with significant impacts on neurological functioning and quality of life, affects 4.4% of the global population. Despite the availability of various treatments, including antidepressants and cognitive behavioral therapy, approximately 50% of patients with MDD exhibit inadequate responses, leading to treatment-resistant depression (TRD). This review evaluates novel physical treatments for depression, focusing on music therapy, light therapy, cold therapy, and brain stimulation techniques such as repetitive transcranial magnetic stimulation (rTMS), transcranial direct current stimulation (tDCS), and deep-brain stimulation (DBS). Music therapy leverages the emotional and social benefits of music to improve mood and cognitive function. Light therapy influences circadian rhythms and neurotransmitter modulation to reduce depressive symptoms. Cold therapy, by regulating the hypothalamic-pituitary-adrenal (HPA) axis and neurotransmitter systems, offers a promising approach for depression management. Brain stimulation techniques, including rTMS, tDCS, and DBS, provide non-pharmacological alternatives by modulating brain activity and connectivity. Although these novel treatments show potential, significant variabilities in clinical outcomes highlight the need for personalized treatment strategies. Future research should prioritize elucidating the mechanisms of these therapies, optimizing treatment protocols, and conducting larger randomized controlled trials to evaluate their efficacy and safety. The integration of advanced technologies and comprehensive mechanistic analyses will be crucial for advancing the field and improving treatment outcomes for MDD.",2025,Fundamental research,L1_scientific_engagement
